Escenario,Mes 1,Mes,LS,CeCo,Concepto 1,Concepto,Monto
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7015 - Materiales,Materiales,202.08
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,1501.48
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,12937.63
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7005 - Publicidad,Publicidad,16913.33
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7008 - Comunicaciones,Comunicaciones,718.89
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7012 - IVA,IVA,5740.32
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7015 - Materiales,Materiales,318.46
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,846.21
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7005 - Publicidad,Publicidad,18906.66
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7008 - Comunicaciones,Comunicaciones,718.9
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7012 - IVA,IVA,3366.96
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7015 - Materiales,Materiales,477.61
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7001 - Servicios,Servicios,1672
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,16792.89
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7005 - Publicidad,Publicidad,18906.66
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,772.93
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7012 - IVA,IVA,6766.06
Plan Operativo,Sep Acd AJ,Sep,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7015 - Materiales,Materiales,477.61
Plan Operativo,Sep Acd AJ,Sep,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7002 - Gastos de Operacion,Gastos de Operacion,5000
Plan Operativo,Sep Acd AJ,Sep,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7012 - IVA,IVA,750
Plan Operativo,Sep Acd AJ,Sep,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,19544.15
Plan Operativo,Sep Acd AJ,Sep,LS_99 - Operacion Institucional,UF_5699903000 - Comisiones Bancarias,ER_7011 - Comisiones Bancarias,Comisiones Bancarias,99001.22
Plan Operativo,Sep Acd AJ,Sep,LS_99 - Operacion Institucional,UF_5699907000 - Servicios Administrativos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,1425884.79
Plan Operativo,Sep Acd AJ,Sep,LS_99 - Operacion Institucional,UF_5699914000 - PRESTAMO EDUCATIVO PROFESIONAL,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,136665.08
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7001 - Servicios,Servicios,4104.14
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,22923.51
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7003 - Gastos de Viaje,Gastos de Viaje,858.41
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7007 - Mantenimiento,Mantenimiento,4023.25
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,3571.9
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7012 - IVA,IVA,6274.49
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7015 - Materiales,Materiales,271.62
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7001 - Servicios,Servicios,142784.04
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,29903.1
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,11309.33
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7012 - IVA,IVA,28289.06
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7015 - Materiales,Materiales,271.62
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7001 - Servicios,Servicios,1084.7
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,5494.45
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7012 - IVA,IVA,461.06
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7015 - Materiales,Materiales,54.05
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690108000 - Alumnos Mixtos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,138370.71
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690108001 - Alumnos OnLine,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,105784.93
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690108002 - Alumnos Connect,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,118803.7
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,103.92
Plan Operativo,Oct Acd AJ,Oct,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7012 - IVA,IVA,520.65
Plan Operativo,Oct Acd AJ,Oct,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7001 - Servicios,Servicios,25000
Plan Operativo,Oct Acd AJ,Oct,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7012 - IVA,IVA,3750
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7002 - Gastos de Operacion,Gastos de Operacion,42944.2
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,20434.54
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7012 - IVA,IVA,4020.01
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7012 - IVA,IVA,459.9
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7016 - Bibliografia,Bibliografia,5395.45
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7001 - Servicios,Servicios,105206.24
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7002 - Gastos de Operacion,Gastos de Operacion,13837.4
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7005 - Publicidad,Publicidad,8360
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7008 - Comunicaciones,Comunicaciones,1181.95
Plan Operativo,Oct Acd AJ,Oct,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7012 - IVA,IVA,19868.63
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7001 - Servicios,Servicios,28753.4
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,20122.2
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7007 - Mantenimiento,Mantenimiento,234.08
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7009 - Subcontrataciones,Subcontrataciones,1001.54
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7012 - IVA,IVA,7834.75
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7015 - Materiales,Materiales,1285.46
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7001 - Servicios,Servicios,2952.64
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,31396.67
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7009 - Subcontrataciones,Subcontrataciones,500.77
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7012 - IVA,IVA,5473.22
Plan Operativo,Oct Acd AJ,Oct,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7015 - Materiales,Materiales,632.05
Plan Operativo,Oct Acd AJ,Oct,LS_22 - Desarrollo social,UF_5692204000 - Servicio Social,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,32870.72
Plan Operativo,Oct Acd AJ,Oct,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7001 - Servicios,Servicios,82764
Plan Operativo,Oct Acd AJ,Oct,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7012 - IVA,IVA,12414.6
Plan Operativo,Oct Acd AJ,Oct,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7002 - Gastos de Operacion,Gastos de Operacion,206.76
Plan Operativo,Oct Acd AJ,Oct,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7012 - IVA,IVA,522.56
Plan Operativo,Oct Acd AJ,Oct,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7001 - Servicios,Servicios,18175.69
Plan Operativo,Oct Acd AJ,Oct,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7002 - Gastos de Operacion,Gastos de Operacion,180.96
Plan Operativo,Oct Acd AJ,Oct,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7008 - Comunicaciones,Comunicaciones,4165.45
Plan Operativo,Oct Acd AJ,Oct,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7012 - IVA,IVA,7350.69
Plan Operativo,Oct Acd AJ,Oct,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7015 - Materiales,Materiales,15988.5
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7002 - Gastos de Operacion,Gastos de Operacion,40004.69
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7007 - Mantenimiento,Mantenimiento,96284.21
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7012 - IVA,IVA,20443.33
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7002 - Gastos de Operacion,Gastos de Operacion,28745.86
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7007 - Mantenimiento,Mantenimiento,6241.79
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7009 - Subcontrataciones,Subcontrataciones,143679.78
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7012 - IVA,IVA,26800.12
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7009 - Subcontrataciones,Subcontrataciones,174636
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7012 - IVA,IVA,26195.4
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7001 - Servicios,Servicios,25822.27
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7002 - Gastos de Operacion,Gastos de Operacion,50486.04
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7006 - Servicios Publicos,Servicios Publicos,46483.43
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7007 - Mantenimiento,Mantenimiento,2975.12
Plan Operativo,Oct Acd AJ,Oct,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7012 - IVA,IVA,14892.43
Plan Operativo,Oct Acd AJ,Oct,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7004 - Software,Software,211445.84
Plan Operativo,Oct Acd AJ,Oct,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7008 - Comunicaciones,Comunicaciones,14538.78
Plan Operativo,Oct Acd AJ,Oct,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7012 - IVA,IVA,28710.5
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7001 - Servicios,Servicios,25352.98
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7002 - Gastos de Operacion,Gastos de Operacion,8177.2
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7003 - Gastos de Viaje,Gastos de Viaje,10781.4
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7005 - Publicidad,Publicidad,7291.24
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7008 - Comunicaciones,Comunicaciones,2183.73
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7012 - IVA,IVA,8745.53
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7001 - Servicios,Servicios,7658.39
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,37045.87
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,719.2
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7005 - Publicidad,Publicidad,7291.24
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7008 - Comunicaciones,Comunicaciones,718.91
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7012 - IVA,IVA,8896.88
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7001 - Servicios,Servicios,9042.74
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7008 - Comunicaciones,Comunicaciones,718.9
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7012 - IVA,IVA,1688.79
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,4125.49
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,772.93
Plan Operativo,Oct Acd AJ,Oct,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7012 - IVA,IVA,1707.52
Plan Operativo,Oct Acd AJ,Oct,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7001 - Servicios,Servicios,6747.5
Plan Operativo,Oct Acd AJ,Oct,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7002 - Gastos de Operacion,Gastos de Operacion,7376.38
Plan Operativo,Oct Acd AJ,Oct,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7012 - IVA,IVA,2118.58
Plan Operativo,Oct Acd AJ,Oct,LS_99 - Operacion Institucional,UF_5699903000 - Comisiones Bancarias,ER_7011 - Comisiones Bancarias,Comisiones Bancarias,99001.22
Plan Operativo,Oct Acd AJ,Oct,LS_99 - Operacion Institucional,UF_5699907000 - Servicios Administrativos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,1420145.29
Plan Operativo,Oct Acd AJ,Oct,LS_99 - Operacion Institucional,UF_5699914000 - PRESTAMO EDUCATIVO PROFESIONAL,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,136665.08
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7001 - Servicios,Servicios,7448.14
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,74771.82
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7003 - Gastos de Viaje,Gastos de Viaje,2690.77
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,3571.9
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7012 - IVA,IVA,14183.96
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7001 - Servicios,Servicios,47570.57
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,37122.11
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,3569.19
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7005 - Publicidad,Publicidad,37208.22
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,11309.33
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7012 - IVA,IVA,21283.32
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7015 - Materiales,Materiales,783.75
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7001 - Servicios,Servicios,1752.99
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,6030.49
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,5494.45
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7012 - IVA,IVA,1457.78
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690108000 - Alumnos Mixtos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,138370.71
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690108001 - Alumnos OnLine,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,83075.26
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690108002 - Alumnos Connect,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,122403.81
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7001 - Servicios,Servicios,1304.75
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,2459.15
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,103.92
Plan Operativo,Nov Acd AJ,Nov,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7012 - IVA,IVA,1085.23
Plan Operativo,Nov Acd AJ,Nov,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7001 - Servicios,Servicios,25000
Plan Operativo,Nov Acd AJ,Nov,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7012 - IVA,IVA,3750
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7002 - Gastos de Operacion,Gastos de Operacion,108185.31
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,20434.54
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7012 - IVA,IVA,10716.48
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7015 - Materiales,Materiales,18680.72
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7001 - Servicios,Servicios,16720
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7012 - IVA,IVA,2508
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7012 - IVA,IVA,459.9
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7016 - Bibliografia,Bibliografia,5395.45
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7001 - Servicios,Servicios,5057.8
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7002 - Gastos de Operacion,Gastos de Operacion,30731.38
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7003 - Gastos de Viaje,Gastos de Viaje,8428
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7008 - Comunicaciones,Comunicaciones,2126.7
Plan Operativo,Nov Acd AJ,Nov,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7012 - IVA,IVA,7532.38
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7001 - Servicios,Servicios,1675.36
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,36141.26
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7007 - Mantenimiento,Mantenimiento,257.63
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7009 - Subcontrataciones,Subcontrataciones,458.89
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7012 - IVA,IVA,5980.81
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7015 - Materiales,Materiales,503.94
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7001 - Servicios,Servicios,1853.83
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,28798
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,3279.79
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7009 - Subcontrataciones,Subcontrataciones,112.86
Plan Operativo,Nov Acd AJ,Nov,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7012 - IVA,IVA,5257.58
Plan Operativo,Nov Acd AJ,Nov,LS_22 - Desarrollo social,UF_5692204000 - Servicio Social,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,32870.72
Plan Operativo,Nov Acd AJ,Nov,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7001 - Servicios,Servicios,82764
Plan Operativo,Nov Acd AJ,Nov,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7012 - IVA,IVA,12414.6
